show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,url,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
81160036,Saawan,Farhan Alam,"Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",Pakistan,04-Sep-19,2016,TV-14,128 min,"Dramas, Independent Movies, International Movies","Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABWLpyHNfZG2UAmODUFAEx3KiTuWmNtUouROXQec-dKXtV3PEkVqELVMTWOAU379FGPwa1QbgmtM9UpRnJnHc9C5kvgOS.jpg?r=da3,80077417,81035853,80994418,80222188,80217946,60003378,1005494,81116487,81088332,81017094
81173255,The Heretics,Chad Archibald,"Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond",Canada,04-Sep-19,2017,TV-MA,88 min,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81018181,81055395,80174897,80204364,18002692,81025309,70020730,80208662,80036427,81165786
81078908,The World We Make,Brian Baugh,"Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams",United States,04-Sep-19,2019,PG,108 min,"Dramas, Romantic Movies","A teenage equestrian and a local football player for each other, but simmering racism in their small town puts their relationship to the test.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80196789,80124099,81076749,70243445,70043303,80133335,81099997,80185145,81033201,81016247
81155784,Watchman,A. L. Vijay,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth",India,04-Sep-19,2019,TV-14,93 min,"Comedies, Dramas, International Movies","Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABf8S7t13pgGkT7lPdupUKjmmmw1KlH46kv8H0f10LuwI4ybqjqRTGZfw1UEjJXPC5alDSSj1082W1v2ugiViWsSiDArQ.jpg?r=217,80191219,80241474,80035689,80144355,419733,81026667,80244855,70109758,70117268,81029737
80184129,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,01-Sep-19,2017,R,96 min,"Comedies, Independent Movies, Thrillers",A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80214743,80191044,80036427,70087541,80198306,80209013,81051693,70304298,81003981,81110383
60000861,American Psycho,Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada",01-Sep-19,2000,R,102 min,"Comedies, Cult Movies, Dramas","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81049315,81156627,80108234,81041515,81154982,80232914,81052277,81036532,70118368,80156925
1151375,Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,01-Sep-19,1997,PG-13,108 min,Action & Adventure,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80244680,81111849,80030186,81161230,81123826,80995577,80101826,22497725,70229044,80162994
80187228,First Kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States",01-Sep-19,2017,R,102 min,Action & Adventure,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80095232,81010873,81121055,81217737,80242036,70038131,81039073,80117540,81121172,81011936
81031008,For the Birds,Richard Miron,Kathy Murphy,United States,01-Sep-19,2018,TV-MA,93 min,Documentaries,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80235864,80217743,352989,80244848,81121181,80218099,70118801,81092491,80225953,80158838
70099119,Igor,Tony Leondis,"John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno","United States, France",01-Sep-19,2008,PG,87 min,Children & Family Movies,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81132437,70105369,81033895,81014988,80167628,80207371,80178151,80223149,81062293,80215923
70039185,Just Friends,Roger Kumble,"Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root","Germany, United States, Canada",01-Sep-19,2005,PG-13,94 min,"Comedies, Romantic Movies","Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80242950,80211634,80222157,70202141,70117297,81045510,80179900,80217315,60001363,80206696
81165769,Mokalik (Mechanic),Kunle Afolayan,"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",Nigeria,01-Sep-19,2019,TV-14,100 min,"Dramas, International Movies",A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABVsH80ClwqMx1hr7Bt6-Ny4e6GA0KsDolZmUcsaFMfNkvZqjOSUkU3mp1M0v5Rd65hPCBfkYXNvHm_V8sO9Wd6XZ2lrD.jpg?r=e88,80198288,81024731,81191228,80238360,81019341,80217946,80161628,81052266,80022605,70020699
70056433,Mr. Woodcock,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",United States,01-Sep-19,2007,PG-13,88 min,Comedies,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80184676,81047683,80136795,81062293,80993655,81026453,81045510,80233104,80217315,81153751
70113003,My Sister's Keeper,Nick Cassavetes,"Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton",United States,01-Sep-19,2009,PG-13,109 min,Dramas,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80036165,81047446,70209245,81121055,80994418,80198288,80242619,80105030,70115621,81004460
60031232,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",01-Sep-19,2003,R,138 min,"Dramas, Thrillers","Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABRsf1phEj7FXocjZ_t1AWqn3c7woQZ6_kw9rRLULoiDZtwv45KhUflIkfU2WXdyo974l3VD2nrUP7XbIgfEb6HxDah2x.jpg?r=e13,80226927,81033430,80209722,80990464,80060034,81028317,81019894,80191050,81034741,80198001
80032842,Oct-01,Kunle Afolayan,"Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin",Nigeria,01-Sep-19,2014,TV-MA,149 min,"Dramas, International Movies, Thrillers","Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABTbaI7ERFxR0LIV5iiM67xNY2GKhOSIq9nXAky7vWTAMOJOzjrOU76CygBRhA9CMsdSnm22u8VxfXUvkmpJ67AvCofpl.jpg?r=be4,70290904,81191228,81170694,81033430,80245041,81168340,70118779,80172145,80244973,80226424
81137482,Olmo & the Seagull,"Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo","Denmark, Brazil, France, Portugal, Sweden",01-Sep-19,2014,TV-MA,82 min,"Dramas, Independent Movies, International Movies",A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80244855,80107514,80131280,80993095,60002907,80020885,80097424,81052275,81017724,80180224
70043308,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",United States,01-Sep-19,2006,PG,86 min,"Children & Family Movies, Comedies","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81024696,81035842,70123542,80167628,70060005,80223149,70253596,80220531,70299859,80222157
81165771,Phone Swap,Kunle Afolayan,"Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu",Nigeria,01-Sep-19,2012,TV-14,112 min,"Comedies, International Movies, Romantic Movies",A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABQ3PfBUwZLWXkl8gOQXRleySSHvu_lYzRjAUQKQ1DaFdjtfayNovN49hrkOY4WTjqESi5la4Khd7HO2E2Vi3YX0TwYWh.jpg?r=a2a,81018141,81026986,70130445,81089941,81021528,81074015,81052280,81076042,80242828,70157266
70044697,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",United States,01-Sep-19,2006,PG-13,98 min,"Action & Adventure, Dramas","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABYfzkwo2yCLF5Zc91UdDsktG_evURcQpBam2FjTWnkCL-c3-c5qEeA1XP5W0WWzAZKE1IJSUKWupIjQDejw9OvOEPfso.jpg?r=b40,81077597,70230147,81083880,81167029,60031284,80095232,70117289,70099118,80084667,80039595
70105368,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",United States,01-Sep-19,2008,R,113 min,"Dramas, Independent Movies",Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81035844,80180851,81035836,70006816,70062814,80241474,81121181,60031264,81165326,70105130
81141689,Spookley the Square Pumpkin,Bernie Denk,"Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin",United States,01-Sep-19,2004,G,47 min,Children & Family Movies,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81121181,81084225,70142542,80241004,81103108,80191680,80167628,80224294,81062293,80215923
1008581,Stripes,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold",United States,01-Sep-19,1981,R,106 min,"Classic Movies, Comedies, Cult Movies","After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81165786,81052280,60022254,80198988,80097389,80010778,80001101,80150390,80144355,81154982
70058023,Superbad,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",United States,01-Sep-19,2007,R,113 min,"Comedies, Cult Movies",Two best friends' quest to buy booze for a party in the hopes of scoring with girls leads them on a series of wacky misadventures.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABemtj8VJVcyDDp-8btXhQu0t_R7qxTHRBCEtHxd4PucMiGOnP5DxaJM-CWGTjcnkETN4bGs8sNykP9vfWCsfYcaayY1n.jpg?r=5d4,80993404,81121180,80176234,70084791,81023713,80157890,70251816,80992963,81002601,70266677
81165786,The Bridge,Kunle Afolayan,"Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics",Nigeria,01-Sep-19,2017,TV-14,119 min,"Dramas, International Movies, Romantic Movies",A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABcvtIj9QoeBzOqqO4bzabFvPLwsfDw9gCihkkFoT8CTpa948ypsGsQV0G0PlSpawcepYrzBjX6JEBVB73Tn8yLS-rA01.jpg?r=43a,70058025,80997867,80990810,80210147,81170694,80020885,80010778,80244271,80244855,81053240
81165770,The CEO,Kunle Afolayan,"Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,01-Sep-19,2016,TV-14,109 min,"Dramas, International Movies, Thrillers",A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.,Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABVEAaQeW13m3Jyh2Q6IKe2DM2BicC1m-w4Tv36aFEYNe8LaaSC8kORseryGzlov3biZ7F_EfAP_HGmwYIniZuncUjMOw.jpg?r=61c,80094723,80217130,81045513,80131240,81010867,81170694,81191228,70202600,81046846,70292836
70043303,The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer",United States,01-Sep-19,2006,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81065786,81037733,70077556,70242081,80065146,81071666,70065107,80991060,81000864,916061
70136074,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States",01-Sep-19,2010,PG-13,88 min,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81018181,80014727,81043345,80094258,81154982,81044365,80198991,81018295,81092328,80145143
1153194,The Saint,Phillip Noyce,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Evgeniy Lazarev, Irina Apeksimova, Lev Prygunov",United States,01-Sep-19,1997,PG-13,116 min,"Action & Adventure, Romantic Movies","Hired by a Russian politician to steal the formula for cold fusion, master thief Simon Templar falls for the scientist who has unlocked the secret.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,70039175,80208052,80226951,80066429,81108230,80114988,80196657,80241102,81026095,81091423
70112730,The Taking of Pelham 123,Tony Scott,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe","United States, United Kingdom",01-Sep-19,2009,R,106 min,Action & Adventure,"When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABUirz_cK1w1l_Ach4qVve5yApO4eMYyrc5IoxMdyv2xqAJqjAWb4t2JNhOPAFeVNHfc14cIgcEk2skvpE7e4gjq8J2co.jpg?r=ccb,70118859,81154900,70285697,70225597,80160994,80201488,80999455,80005738,80101826,80178427
81158575,Uncle Naji in UAE,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi",United Arab Emirates,01-Sep-19,2019,TV-14,95 min,"Comedies, International Movies","Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABQyNpgGeXG5v_nVL90jNKWrTLV5nBOjDNhhegr0lfo_j7fSv6XI1jEvBI8F3wQTuQ6e1b60AATHHJ3G-i3K5E84Gv69s.jpg?r=c6f,70175439,70212504,81018241,80219127,80198306,80065327,81121180,81003981,81069255,80992963
81065786,Used Goods,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,01-Sep-19,2018,TV-MA,95 min,"Action & Adventure, Comedies, International Movies","To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABfE0MiT3t77giufu6d1L30zjxoEBVaeUwDDViVsIqUAN633XhU5m3i96WLXzgUMU5n_ZX_G1HKDR1ybSF86umX8HxRl1.jpg?r=5f9,70233894,80218962,80175722,80232502,80192187,81145277,80013773,81002215,80226951,81069393
70087541,You Don't Mess with the Zohan,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae",United States,01-Sep-19,2008,UR,113 min,"Action & Adventure, Comedies",An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.,Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80101826,81024308,80998427,70299748,80174436,81154900,70173046,80151663,60000921,80058026
81091381,Feo pero sabroso,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Colombia,30-Aug-19,2018,TV-MA,91 min,"Comedies, International Movies","When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABa7PfrXR3F5l-uq2tBYiiKWp8cAUXH6fDKvI5fz9FrqrTuh5qxAhRmBfSjCj50s_vhI8BhG1rby9A9hmTX2CeTNgEHcp.jpg?r=57c,80161728,80210995,80223113,80231658,80215500,80224218,60010514,81089941,80063867,80220813
81141694,Mi amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,30-Aug-19,2019,TV-PG,102 min,"Children & Family Movies, Comedies, Dramas","When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81024500,70142542,80198288,80150350,80204889,80211136,80211634,80128245,80991400,81036524
80209658,Unbridled,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,30-Aug-19,2018,TV-MA,100 min,"International Movies, Thrillers","Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABb-hET8pjxvA3lxYAcgyypTBMkg2fZzjzfSmdWaZNgfYmtk5N1QYAb9ze2gZ8p68fiab0NKYJgk7S6QSMFtpPmlqGNXV.jpg?r=f47,80217130,70060865,81060043,80087352,81151313,81024711,80204616,81046846,80072207,70058019
81167494,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,29-Aug-19,2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,80997862,81014811,81063480,81094666,70197057,81087761,80229286,80133187,60002907,70285697
80999781,Falling Inn Love,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Simone Walker",United States,29-Aug-19,2019,TV-PG,98 min,"Comedies, Romantic Movies","When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABeIITed1lZMvnBtORxLq7bd9pg_MlO2rAK6K91qIpWr7h0ls1JPE0OjXW3QE2ssjjy9XNn6cxQlKyh_kK6BNY7i5PHrE.jpg?r=19d,80210995,81078456,81018141,80023689,80241960,81005314,81108281,81053240,81067760,80231468
80997400,Kardec,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Brazil,29-Aug-19,2019,TV-14,110 min,"Dramas, Faith & Spirituality, International Movies","In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABThaPKw2b2jV6FmE1r1HDNVNEeAabyjI5HLB4DbDurtduHemzIhxY8fwfVuDAPd0MVHko5dyXSIQL1k_f_8ex6t6G3Nn.jpg?r=d41,542137,80222951,80021983,70101697,80989891,81021631,81076749,81035866,81088277,81010866
70292992,Starred Up,David Mackenzie,"Jack O'Connell, Ben Mendelsohn, Rupert Friend, Sam Spruell, Anthony Welsh, David Ajala, Peter Ferdinando, Gershwyn Eustache Jnr, Ashley Chin, Raphael Sowole, Gilly Gilchrist, Tommy McDonnell",United Kingdom,29-Aug-19,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies","A British juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father.",Movie,https://image.freepik.com/free-vector/404-error-concept-with-face_23-2147737378.jpg,81052275,81032812,80094258,81043345,80244855,80993062,81039045,81092782,80180681,81093925
81046796,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,28-Aug-19,2019,TV-MA,85 min,"Documentaries, Music & Musicals","While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABT0gdyJqAMA4wZ16cKLVQFMVXgVfA2LVG7HjrI3ARYunncfNDhO9lBGsdSUzvoO8qPiCo_H4LoFKpX1UN923Rax8q3aW.jpg?r=854,81038022,81038545,80244683,81060041,81160036,70254349,80207446,70062158,80152625,80148162
81140577,Dave Chappelle: Sticks & Stones,Stan Lathan,Dave Chappelle,United States,26-Aug-19,2019,TV-MA,66 min,Stand-Up Comedy,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.",Movie,https://occ-0-2610-3663.1.nflxso.net/dnm/api/v6/E8vDc_W8CLv7-yMQu8KMEC7Rrr8/AAAABY41QgDAbd_8gHcDnsoyQmLMTcM4CIzeQNsCyp2U8cWzJnoNi5C7hcY9PBzu7GkCBUB4V59jWiv3TrtXR2bvztC4cFpd.jpg?r=955,80035685,80074249,81049950,80208951,81016323,80194610,80217627,80231064,81003648,81030342
